user_id,is_fake,login_time,session_duration,ip_address,device
user_1,1,2025-06-29 11:40:23.619447,220.39,6.116.3.26,iOS
user_1,1,2025-01-25 06:55:16.955592,48.53,205.3.57.189,Windows
user_1,1,2025-06-05 06:36:21.883420,203.58,219.19.205.171,Android
user_1,1,2025-02-24 18:38:19.283072,175.09,138.148.184.230,Windows
user_1,1,2025-03-27 04:52:23.743898,65.59,132.52.8.181,iOS
user_1,1,2025-02-14 09:37:03.552846,201.62,118.75.70.226,Android
user_1,1,2025-02-26 06:35:34.621784,205.32,197.62.148.175,MacOS
user_1,1,2025-03-25 10:56:37.718759,196.55,158.102.112.172,Android
user_1,1,2025-03-12 19:20:14.502235,64.94,168.238.11.145,Windows
user_1,1,2025-02-22 08:29:21.513791,185.45,211.56.30.181,iOS
user_1,1,2025-04-29 22:45:20.002858,292.52,181.228.201.27,iOS
user_1,1,2025-01-24 02:12:53.497565,124.88,87.188.176.53,iOS
user_1,1,2025-05-20 01:49:15.449873,88.61,121.245.43.225,Windows
user_1,1,2025-06-11 01:52:38.668651,66.3,218.213.20.112,Android
user_1,1,2025-02-26 00:12:20.050464,33.91,142.157.223.29,MacOS
user_1,1,2025-01-25 23:35:30.014090,266.68,89.212.89.89,Windows
user_1,1,2025-01-29 22:24:38.237005,93.68,31.48.230.173,Android
user_1,1,2025-06-05 11:31:04.876611,194.98,184.197.63.45,MacOS
user_1,1,2025-05-19 10:03:17.801068,36.74,201.35.112.185,MacOS
user_1,1,2025-07-06 02:53:34.012422,223.54,223.50.220.214,Android
user_1,1,2025-05-09 18:27:43.422676,115.66,140.229.189.41,MacOS
user_1,1,2025-04-21 12:15:10.890241,255.21,59.75.193.45,Android
user_1,1,2025-03-12 22:17:19.640370,139.04,48.188.164.119,Windows
user_1,1,2025-07-04 12:25:13.679940,147.85,162.104.141.108,Windows
user_1,1,2025-03-22 12:29:29.450825,124.99,167.114.227.204,Android
user_1,1,2025-01-28 11:35:18.976284,194.07,157.25.120.112,MacOS
user_1,1,2025-06-23 00:01:02.883617,244.42,59.155.171.70,MacOS
user_1,1,2025-02-13 03:17:48.748502,235.57,146.113.213.54,Windows
user_1,1,2025-04-13 03:39:03.118109,265.12,84.149.128.175,iOS
user_1,1,2025-06-03 06:15:19.990667,238.29,141.93.9.219,Windows
user_1,1,2025-06-18 01:28:52.310590,66.76,112.231.45.85,Android
user_1,1,2025-06-04 03:04:11.799477,190.6,55.219.153.144,Windows
user_1,1,2025-04-13 19:58:15.422613,244.79,60.47.181.176,Windows
user_1,1,2025-02-25 14:14:15.262044,219.36,110.77.46.224,Android
user_1,1,2025-02-20 03:30:57.660313,263.71,153.253.229.231,iOS
user_1,1,2025-02-24 12:27:35.115327,63.86,48.27.118.116,iOS
user_1,1,2025-04-23 19:43:45.067804,202.45,22.78.156.167,iOS
user_1,1,2025-04-22 02:50:16.880742,202.94,221.90.81.159,iOS
user_1,1,2025-03-08 16:11:41.962650,244.81,39.210.219.231,Android
user_1,1,2025-02-21 16:11:13.276868,31.0,2.42.73.226,MacOS
user_1,1,2025-03-23 18:21:39.449440,205.68,7.203.79.144,Android
user_1,1,2025-03-18 11:48:28.218496,146.16,211.83.169.168,iOS
user_1,1,2025-02-28 05:46:37.303406,246.21,161.5.86.208,iOS
user_1,1,2025-07-09 21:50:54.831755,83.93,167.66.145.59,iOS
user_1,1,2025-05-15 23:13:42.526031,115.19,62.85.17.231,Android
user_1,1,2025-04-17 14:31:23.276513,108.2,143.97.75.52,Android
user_1,1,2025-04-05 10:15:16.049554,287.14,181.198.183.103,Windows
user_1,1,2025-05-21 06:34:38.180261,77.82,194.41.11.19,Android
user_1,1,2025-03-23 06:38:59.533591,107.76,163.147.89.220,Windows
user_1,1,2025-02-22 07:13:46.376993,231.27,187.181.146.36,Android
user_2,1,2025-04-19 10:38:14.226069,181.05,221.151.167.48,Windows
user_2,1,2025-05-16 10:53:45.270309,106.37,181.169.197.36,Windows
